,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
8033,0x7686,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,9.31574510599364
8034,0x2aba,31.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Urban,33,7.790489304916118
8035,0x9f0b,28.0,4.6,Windy,Medium,2,Drinks,motorcycle,1.0,No,Urban,18,17.07644834659759
8036,0x2e0a,29.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,12,1.5524082339641314
8037,0x8b60,39.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,4.674318853632826
8038,0xb226,29.0,4.0,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,1.5367158906738052
8039,0xa3bb,38.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,10.86546460358291
8040,0x897d,30.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,23,10.641103649473182
8041,0xba12,32.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.217735074163754
8042,0x59c9,31.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,46,10.88124973135474
8043,0x806f,26.0,4.6,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,29,7.546888128118117
8044,0x760b,24.0,4.2,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,10.587819003023833
8045,0x5cd1,33.0,4.8,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,24,6.29013467758336
8046,0x7c5a,28.0,4.7,Cloudy,Low,2,Snack,motorcycle,0.0,No,Urban,12,1.5125847659544902
8047,0x1fb1,29.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,23,20.206315811340712
8048,0x2a39,24.0,4.8,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,16,4.663310416320807
8049,0xcb37,39.0,5.0,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,38,7.490187108807368
8050,0x21d7,36.0,3.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,10.867473945754178
8051,0xac8d,34.0,4.7,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,26,2.979000204181553
8052,0x87d4,33.0,4.7,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,12.16151799348487
8053,0x800b,25.0,4.1,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,13.610877575727713
8054,0x967a,37.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,20,13.77076958382834
8055,0xa25d,21.0,4.9,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,10.565128845456787
8056,0x7f76,29.0,5.0,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,38,13.631271209126313
8057,0xa956,36.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,1.5126859728415616
8058,0x2fb8,35.0,4.1,Fog,Jam,1,Drinks,motorcycle,2.0,No,Urban,43,19.36338532965972
8059,0x132f,31.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,52,19.66067482059214
8060,0x60e1,22.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,15,1.5297232826572114
8061,0xedb,32.0,3.5,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,35,16.39381188078192
8062,0xc28a,37.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,42,11.720801597330665
8063,0x669e,20.0,4.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,19,10.757554772962694
8064,0x554e,31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,9.076358225573609
8065,0x8ce6,35.0,4.3,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,32,13.611428630463365
8066,0x7b43,23.0,4.6,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,14,1.5523012476370381
8067,0x3d2b,30.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,6.1283639395976595
8068,0x9f03,23.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,36,10.708220667174238
8069,0x699d,39.0,4.7,Stormy,High,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,6.037544630145113
8070,0xcf0a,34.0,3.7,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,41,13.392833799053207
8071,0xc194,32.0,4.9,Fog,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54,14.044169821697304
8072,0x4dc0,22.0,5.0,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,18,1.5321547964178643
8073,0xb472,39.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,42,12.16113135009256
8074,0xc90b,34.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,7.719013857263856
8075,0xbeb8,34.0,4.1,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,40,19.76027880154743
8076,0xa86f,27.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,17,6.209976450653834
8077,0xc30,30.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,9.074821802253695
8078,0x8a7c,30.0,4.6,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,19,4.674181485043763
8079,0xa245,20.0,4.9,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,23,9.178605956722741
8080,0x13a0,,,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,1.4897768127270394
8081,0x96d5,27.0,5.0,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,13.631343698200281
8082,0xa37c,22.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,12.240858273886175
8083,0xd0d9,,,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,20.5050256361279
8084,0xda14,21.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.4063444213438565
8085,0x35c2,30.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,7.762510040158512
8086,0xdbf4,29.0,4.7,Fog,High,2,Drinks,scooter,0.0,No,Urban,23,3.0274836356105017
8087,0x3a44,25.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23,4.674181485043763
8088,0xb03e,27.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,13.406088270735234
8089,0x704c,29.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Urban,10,20.183529728735518
8090,0x628b,21.0,4.8,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,24,16.38504788656677
8091,0x1c76,32.0,4.4,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,35,17.09752652780791
8092,0x626c,27.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,19.661022213462363
8093,0x1f61,35.0,4.0,Windy,Jam,1,Drinks,motorcycle,,No,Metropolitian,34,9.17624749227049
8094,0x5e7d,32.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,27,13.681378564062966
8095,0xb543,30.0,4.1,Cloudy,Medium,1,Drinks,scooter,1.0,Yes,Metropolitian,42,12.464369458885084
8096,0x993d,22.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,16.826241648639858
8097,0xa350,36.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,41,16.72129600978426
8098,0x6490,25.0,4.6,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,11,6.210618323043115
8099,0x553b,27.0,4.8,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,10,5.959018323574134
8100,0xd295,36.0,4.8,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,4.540565975263399
8101,0x3812,33.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,24,1.4897929741981528
8102,0x16ef,37.0,4.2,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,44,1.5318406273293421
8103,0x47ff,27.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Urban,15,3.0188245702754792
8104,0x90d1,30.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,,15,6.058848944481087
8105,0xa118,34.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,18,9.435201537103644
8106,0x88b8,33.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,1.509464256526504
8107,0x880e,30.0,4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,30,10.881463659625194
8108,0x499f,33.0,4.2,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,33,7.562980271969265
8109,0x5cf6,32.0,4.7,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,30,16.902051800225596
8110,0x61db,30.0,3.7,Stormy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,42,17.076596635425357
8111,0x65e4,34.0,4.7,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,28,6.049993267641912
8112,0x5645,31.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,40,19.66067482059214
8113,0x4e05,28.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,10.42721501021827
8114,0x7ffd,23.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,14,1.5322885570360325
8115,0x21f2,37.0,4.5,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,4.610339345133133
8116,0xd664,39.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,7.803119706630646
8117,0x556f,34.0,4.7,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,12.116848260731292
8118,0x524c,22.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,15,12.099390766415885
8119,0xdbd9,23.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,3.1213196836285864
8120,0x3902,37.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,39,6.116387229214868
8121,0xcee1,23.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,34,9.08186227691436
8122,0xb2ed,31.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,19.36744052558031
8123,0x4d00,26.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,24,7.790401360162579
8124,0xd57e,37.0,4.4,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,17.297865752893937
8125,0xc65,21.0,4.6,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,1.5725337265584898
8126,0x5201,31.0,4.2,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,34,14.02225308105434
8127,0x6396,25.0,3.4,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,34,13.830009311488102
8128,0x4fbb,28.0,4.8,Sandstorms,High,1,Drinks,scooter,0.0,No,Urban,16,6.217525604873795
8129,0xd0b3,24.0,4.6,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,10,8.92908688862677
8130,0x6701,29.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,21,7.772430463872425
8131,0x7554,22.0,4.5,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,17,11.007734763545226
8132,0x1c59,21.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,18,1.5125177548578486
8133,0x2b3e,26.0,4.5,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,14,7.772096240774094
8134,0xd107,28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,16.114084227679157
8135,0xaca0,24.0,4.5,Stormy,Jam,2,Snack,motorcycle,0.0,No,Urban,23,19.659494006265856
8136,0x31f9,24.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,12,1.5581372364723276
8137,0x9e28,20.0,4.7,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,26,6.210605364046061
8138,0x298f,38.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,,22,16.600966466253027
8139,0x82ef,39.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,39,10.880731284474216
8140,0xb023,26.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,17,13.405918573079237
8141,0x7228,22.0,4.3,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,12.464189804361935
8142,0x4da1,31.0,4.4,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,10.723264171972627
8143,0x280a,33.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,35,16.659903789478086
8144,0x32de,32.0,4.4,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,16.38446703584503
8145,0x9611,21.0,3.8,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,49,3.1049287720089502
8146,0x6fed,28.0,5.0,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20.253686746642945
8147,0x6f43,38.0,4.9,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,44,12.162009006032273
8148,0x5b43,24.0,4.6,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,12,9.326577420898085
8149,0x90f1,21.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,15,9.191516815935072
8150,0xeeb,26.0,5.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,13.989512471911489
8151,0x72c9,32.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.326577420898085
8152,0xdbe2,20.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,3.1450674354101187
8153,0x92a4,33.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,4.469351491031127
8154,0x996a,25.0,4.8,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Urban,26,9.220418694238614
8155,0x13f1,28.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,6.232179267915433
8156,0x4b3e,24.0,4.5,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.075387359302276
8157,0xcf4f,27.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20.07164672186807
8158,0x3a77,29.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,1.5322647868634527
8159,0x3e04,27.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,17.076790574724246
8160,0x31e0,30.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,16.903814838139517
8161,0x65f5,31.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,16,4.528570753833522
8162,0x6149,34.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,12.162306144870003
8163,0x398f,33.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,20,6.0497889093284245
8164,0x3836,32.0,4.1,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,37,19.915135664662472
8165,0xdde6,24.0,4.9,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,37,20.286495439716045
8166,0xac11,35.0,4.0,Cloudy,Medium,2,Drinks,scooter,2.0,No,Urban,34,19.877584031410525
8167,0x8fe,,,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5368285425757406
8168,0xc369,,,,,3,Meal,scooter,1.0,No,Metropolitian,50,19.67343142254151
8169,0x174c,35.0,4.5,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,13.583440059689538
8170,0x4548,31.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,3.1450674354101187
8171,0x7c0e,21.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.552360877319872
8172,0x1dd5,32.0,4.4,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,13.406029476345417
8173,0xb009,34.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,24,13.830756172664909
8174,0x3c00,35.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,3.1044633757331934
8175,0x8a1e,31.0,4.9,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,49,10.86728673493358
8176,0xb227,35.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13.830709083578835
8177,0x4c4b,29.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,20,7.79017700387884
8178,0xd3c8,22.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,20,14.152800689506924
8179,0xbbe,,,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,13.789630730037711
8180,0x2583,39.0,4.7,Fog,Jam,2,Meal,electric_scooter,3.0,Yes,Semi-Urban,49,10.86506573809728
8181,0x456a,35.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,48,13.788957415835002
8182,0x7624,30.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,7.772343594520689
8183,0x60ec,20.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,7.660692882317049
8184,0xc483,24.0,5.0,Windy,Jam,2,Snack,scooter,0.0,No,Urban,13,7.461162575844168
8185,0xc71c,28.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,4.476833260333394
8186,0xd1ad,30.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,9.435201537103644
8187,0x9940,35.0,4.8,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,7.7718343024616505
8188,0xa126,28.0,4.6,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,20,6.210618323043115
8189,0x7672,36.0,4.6,Sunny,High,0,Drinks,motorcycle,1.0,No,Urban,23,3.11624199235041
8190,0xd20a,21.0,4.8,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,39,11.747199184593489
8191,0xdb16,27.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,35,20.442929762531403
8192,0x1ea4,,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,24,4.656990844412887
8193,0x7d30,23.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,4.674143698579478
8194,0xcd1f,31.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,30,4.717601091654031
8195,0xa5f9,30.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,26,4.609743187999516
8196,0xd237,27.0,5.0,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,11.007734763545226
8197,0xd77,20.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,16.634890709244328
8198,0x50cf,26.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,1.5204319166910345
8199,0x1ad7,20.0,4.9,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,16,3.105110395480351
8200,0xb44a,29.0,5.0,Fog,High,2,Snack,motorcycle,0.0,No,Metropolitian,21,1.5580833958912035
8201,0x7435,30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,13.405971717503242
8202,0x3339,21.0,4.1,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,13.612393202875259
8203,0x1383,,,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,4.610365143964573
8204,0xe21d,28.0,4.7,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,12,4.395281348470543
8205,0x6f1f,20.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,10.587773645644404
8206,0x896,,,,,3,Buffet,motorcycle,0.0,No,Metropolitian,12,1.5725337265584898
8207,0x1179,33.0,4.1,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,9.220373066701908
8208,0x21f7,23.0,3.5,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,47,1.5581372364723276
8209,0x279a,26.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,1.5320260200767226
8210,0x8c1f,27.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Urban,20,17.07651409815574
8211,0xbfcf,29.0,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,4.476897300292405
8212,0x45e6,28.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,3.0645081876212656
8213,0x62f,,,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,4130.696166752318
8214,0x8074,39.0,5.0,Sunny,Low,2,Buffet,scooter,0.0,,Urban,11,7.7724290151748034
8215,0xd123,30.0,4.8,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,21,6.176431857621435
8216,0x2f43,26.0,5.0,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Urban,12,9.056024275951723
8217,0x221b,25.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10.641925519238605
8218,0x73ac,20.0,4.8,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,12.293677673344574
8219,0x16b0,,,Stormy,High,1,Buffet,scooter,0.0,No,Metropolitian,31,6.049968949133906
8220,0x9a5f,28.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,4.663600819191572
8221,0xad5d,36.0,3.2,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,32,16.721288103899063
8222,0x9edc,21.0,4.6,Windy,Medium,1,Buffet,scooter,,No,Metropolitian,24,12.074255309952026
8223,0x48e4,23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,7.862668167467362
8224,0x123b,30.0,3.6,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,38,17.074879617058723
8225,0xc081,28.0,4.8,Windy,High,2,Meal,motorcycle,1.0,No,Urban,27,5889.664127255469
8226,0x1542,25.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,4.6581936074384656
8227,0xd9ce,32.0,5.0,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,1.5725337265584898
8228,0x1ee1,29.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,1.5202946796974206
8229,0x74f7,29.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,13.786669693691394
8230,0x406b,39.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,30,12.07404749780293
8231,0x9226,24.0,4.7,Windy,Medium,2,Buffet,motorcycle,,No,Metropolitian,28,9.312838467169481
8232,0x623c,38.0,4.7,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19,9.34812842317956
8233,0x47ee,32.0,4.3,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,30,1.5203090502998418
8234,0xc66a,35.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,3.020142429723955
8235,0xe27c,30.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,,27,2.93762701788051
8236,0x8287,24.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,44,10.642292301484911
8237,0x750,,,Stormy,Medium,2,Drinks,motorcycle,1.0,No,,22,9.122108408341406
8238,0x6389,26.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,23,9.34835641897669
8239,0xcb5c,31.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,19,1.5725337265584898
8240,0xc0fd,24.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,6875.090529440846
8241,0xb380,24.0,4.8,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,1.5203013342165346
8242,0xa3e3,37.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,4.6566490276703165
8243,0x73b6,39.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,13.788581570197586
8244,0x6088,31.0,4.3,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,36,10.757108800062763
8245,0x2fe7,22.0,4.7,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Urban,15,1.5367312302998484
8246,0x3995,32.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,17.078665498330796
8247,0x74d1,35.0,4.6,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,20.851598740030827
8248,0x4ea9,23.0,4.6,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,4.717601091654031
8249,0x1182,28.0,4.9,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,29,4.56122368116472
8250,0x1d1d,25.0,4.7,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,44,17.137487720349842
8251,0x2994,29.0,4.5,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,9.122105539273315
8252,0x1c28,35.0,5.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,9.190403104984172
8253,0xdb35,30.0,4.9,Sunny,Low,1,Snack,motorcycle,,No,Metropolitian,17,3.1212179093943595
8254,0x1075,,,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,15,9.088005113399266
8255,0x747d,22.0,4.9,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,13,6.049956259897484
8256,0xc20e,28.0,4.1,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,39,20.442929762531403
8257,0x61ba,21.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,12.293502674211775
8258,0xdfca,34.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,3.121093201508066
8259,0xa557,25.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,19.9756321755438
8260,0x1517,23.0,4.7,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,12,9.315028810681339
8261,0x7343,35.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,29,7.6483223546223025
8262,0x1769,38.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,16,10.880651848338768
8263,0x1a50,29.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,10.866360907689876
8264,0x70fa,29.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,18,13.406355455361123
8265,0x81cd,30.0,5.0,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,31,6.29013467758336
8266,0xabae,33.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,12.2363228098626
